"chromosome","obs","expected","tag","source","type","metric","pct_diff","diff_High_GEO","diff_High_Encode","diff_Low_GEO","diff_Low_Encode","diff_High_Low"
"chr20",32,10.5797726385328,"Highstringency_Peak_Chisquared","Highstringency","Peak","Chisquared",202.463966791235,197.008099155786,178.989227719048,142.928337694743,124.909466258005,54.0797614610431
"chr21",9,7.66835887706849,"Highstringency_Peak_Chisquared","Highstringency","Peak","Chisquared",17.3653990935878,-2.80817863504767,16.0264243025454,-8.9478319817103,9.88677095588273,6.13965334666264
"chr22",2,8.34284718551109,"Highstringency_Peak_Chisquared","Highstringency","Peak","Chisquared",-76.0273686485188,-80.6717970342067,-66.713139419569,-83.9404234630407,-69.9817658484031,3.26862642883405
"chrX",6,25.6171701530904,"Highstringency_Peak_Chisquared","Highstringency","Peak","Chisquared",-76.5782092083416,-28.4472657570025,-26.5460356026978,-21.1466850983235,-19.2454549440189,-7.30058065867897
"chrY",1,9.39500140316755,"Highstringency_Peak_Chisquared","Highstringency","Peak","Chisquared",-89.3560420367489,7.58777266730216,NA,8.07744928248671,NA,-0.48967661518455
"chr1",1691,1428.47226370212,"Highstringency_insertions_Chisquared","Highstringency","insertions","Chisquared",18.3782172723113,10.8083642509559,11.7154823855749,11.4645909003336,12.3717090349526,-0.656226649377736
"chr2",1193,1389.66786172977,"Highstringency_insertions_Chisquared","Highstringency","insertions","Chisquared",-14.1521486641398,-19.0865823649222,-6.23047550532128,-23.4134278309338,-10.5573209713329,4.32684546601161
"chr3",1374,1137.78830757299,"Highstringency_insertions_Chisquared","Highstringency","insertions","Chisquared",20.7606011465236,20.987269931949,30.1210770697597,17.0691870401377,26.2029941779485,3.91808289181121
"chr4",819,1091.42079480055,"Highstringency_insertions_Chisquared","Highstringency","insertions","Chisquared",-24.9601983119932,6.55345033206929,17.1137064480179,-9.40601872068405,1.15423739526461,15.9594690527533
"chr5",852,1041.63759142663,"Highstringency_insertions_Chisquared","Highstringency","insertions","Chisquared",-18.2057169391229,-3.57676242495381,-7.80353048903471,-11.6268003828726,-15.8535684469535,8.05003795791881
"chr6",1277,980.057479601737,"Highstringency_insertions_Chisquared","Highstringency","insertions","Chisquared",30.2984800972011,36.3882489888245,26.4983001836233,35.9873833477297,26.0974345425285,0.400865641094825
"chr7",930,914.30179199445,"Highstringency_insertions_Chisquared","Highstringency","insertions","Chisquared",1.71696130785285,0.943024248716323,17.2875835834167,-24.4449868263946,-8.10042749169417,25.3880110751109
"chr8",1217,832.782357056681,"Highstringency_insertions_Chisquared","Highstringency","insertions","Chisquared",46.1366213738325,40.6003261740276,28.645685870111,33.866258266273,21.9116179623564,6.73406790775458
"chr9",840,794.08682487172,"Highstringency_insertions_Chisquared","Highstringency","insertions","Chisquared",5.78188350319212,0.446101081071611,17.5385050011052,-10.9510913773833,6.14131254265025,11.3971924584549
"chr10",862,767.708279008957,"Highstringency_insertions_Chisquared","Highstringency","insertions","Chisquared",12.2822331827351,-17.5532621203037,-14.3381427945707,-29.0464527761286,-25.8313334503956,11.4931906558249
"chr11",531,775.105503099704,"Highstringency_insertions_Chisquared","Highstringency","insertions","Chisquared",-31.4931970065376,-28.8440297239688,-30.4653737186821,-31.3840514222402,-33.0053954169536,2.54002169827144
"chr12",865,764.712477844132,"Highstringency_insertions_Chisquared","Highstringency","insertions","Chisquared",13.1144090179615,3.97976824704562,8.07125888979574,31.5333912864333,35.6248819291834,-27.5536230393877
"chr13",199,656.204283434518,"Highstringency_insertions_Chisquared","Highstringency","insertions","Chisquared",-69.6740778712308,-30.1179793384084,-21.1757489197416,-11.1564859121223,-2.21425549345552,-18.961493426286
"chr14",593,614.199790220921,"Highstringency_insertions_Chisquared","Highstringency","insertions","Chisquared",-3.45161143954408,-19.6252695029991,-18.9167543819288,16.355362218763,17.0638773398333,-35.9806317217622
"chr15",537,585.209184234262,"Highstringency_insertions_Chisquared","Highstringency","insertions","Chisquared",-8.23794047206266,-3.3303113915739,-17.7524683008853,-3.90143372655345,-18.3235906358649,0.571122334979547
"chr16",344,518.347022922963,"Highstringency_insertions_Chisquared","Highstringency","insertions","Chisquared",-33.6351932610356,-73.0703613478316,-59.0053017150516,-78.196554166912,-64.131494534132,5.1261928190804
"chr17",1128,477.717924526227,"Highstringency_insertions_Chisquared","Highstringency","insertions","Chisquared",136.122603337249,38.302852979734,32.5843840645879,113.064449215714,107.345980300568,-74.7615962359798
"chr18",226,461.169097156793,"Highstringency_insertions_Chisquared","Highstringency","insertions","Chisquared",-50.9941144379927,-9.99911815071101,2.96215801764372,6.59592818567284,19.5572043540276,-16.5950463363839
"chr19",107,336.338536470216,"Highstringency_insertions_Chisquared","Highstringency","insertions","Chisquared",-68.1868152478343,-109.806270122096,-154.173275388963,-97.0152690671436,-141.38227433401,-12.7910010549526
"chr20",1584,369.770357307301,"Highstringency_insertions_Chisquared","Highstringency","insertions","Chisquared",328.373980958025,197.008099155786,178.989227719048,142.928337694743,124.909466258005,54.0797614610431
"chr21",296,268.014436492413,"Highstringency_insertions_Chisquared","Highstringency","insertions","Chisquared",10.4418119687292,-2.80817863504767,16.0264243025454,-8.9478319817103,9.88677095588273,6.13965334666264
"chr22",66,291.588268495575,"Highstringency_insertions_Chisquared","Highstringency","insertions","Chisquared",-77.3653445179666,-80.6717970342067,-66.713139419569,-83.9404234630407,-69.9817658484031,3.26862642883405
"chrX",161,895.3377812875,"Highstringency_insertions_Chisquared","Highstringency","insertions","Chisquared",-82.0179597728489,-28.4472657570025,-26.5460356026978,-21.1466850983235,-19.2454549440189,-7.30058065867897
"chrY",28,328.361784741872,"Highstringency_insertions_Chisquared","Highstringency","insertions","Chisquared",-91.4728201328267,7.58777266730216,NA,8.07744928248671,NA,-0.48967661518455
"chr1",88,75.4542911300893,"Lowstringency_Peak_Chisquared","Lowstringency","Peak","Chisquared",16.6268991226501,10.8083642509559,11.7154823855749,11.4645909003336,12.3717090349526,-0.656226649377736
"chr2",66,73.4045777979157,"Lowstringency_Peak_Chisquared","Lowstringency","Peak","Chisquared",-10.0873515249971,-19.0865823649222,-6.23047550532128,-23.4134278309338,-10.5573209713329,4.32684546601161
"chr3",73,60.0998790004694,"Lowstringency_Peak_Chisquared","Lowstringency","Peak","Chisquared",21.464470834342,20.987269931949,30.1210770697597,17.0691870401377,26.2029941779485,3.91808289181121
"chr4",38,57.6506695221961,"Lowstringency_Peak_Chisquared","Lowstringency","Peak","Chisquared",-34.0857611629825,6.55345033206929,17.1137064480179,-9.40601872068405,1.15423739526461,15.9594690527533
"chr5",44,55.0210375606842,"Lowstringency_Peak_Chisquared","Lowstringency","Peak","Chisquared",-20.0305883881757,-3.57676242495381,-7.80353048903471,-11.6268003828726,-15.8535684469535,8.05003795791881
"chr6",72,51.7682731888954,"Lowstringency_Peak_Chisquared","Lowstringency","Peak","Chisquared",39.0813244577075,36.3882489888245,26.4983001836233,35.9873833477297,26.0974345425285,0.400865641094825
"chr7",40,48.294947929278,"Lowstringency_Peak_Chisquared","Lowstringency","Peak","Chisquared",-17.1756017656856,0.943024248716323,17.2875835834167,-24.4449868263946,-8.10042749169417,25.3880110751109
"chr8",58,43.9889552034454,"Lowstringency_Peak_Chisquared","Lowstringency","Peak","Chisquared",31.8512788761512,40.6003261740276,28.645685870111,33.866258266273,21.9116179623564,6.73406790775458
"chr9",40,41.9449925553008,"Lowstringency_Peak_Chisquared","Lowstringency","Peak","Chisquared",-4.63700774946258,0.446101081071611,17.5385050011052,-10.9510913773833,6.14131254265025,11.3971924584549
"chr10",42,40.5516336993444,"Lowstringency_Peak_Chisquared","Lowstringency","Peak","Chisquared",3.57165955727948,-17.5532621203037,-14.3381427945707,-29.0464527761286,-25.8313334503956,11.4931906558249
"chr11",29,40.9423674323546,"Lowstringency_Peak_Chisquared","Lowstringency","Peak","Chisquared",-29.1687271188846,-28.8440297239688,-30.4653737186821,-31.3840514222402,-33.0053954169536,2.54002169827144
"chr12",64,40.3933904775456,"Lowstringency_Peak_Chisquared","Lowstringency","Peak","Chisquared",58.4417629799537,3.97976824704562,8.07125888979574,31.5333912864333,35.6248819291834,-27.5536230393877
"chr13",20,34.6618063936066,"Lowstringency_Peak_Chisquared","Lowstringency","Peak","Chisquared",-42.2996027013496,-30.1179793384084,-21.1757489197416,-11.1564859121223,-2.21425549345552,-18.961493426286
"chr14",43,32.4430588965453,"Lowstringency_Peak_Chisquared","Lowstringency","Peak","Chisquared",32.5399067243282,-19.6252695029991,-18.9167543819288,16.355362218763,17.0638773398333,-35.9806317217622
"chr15",29,30.911726661584,"Lowstringency_Peak_Chisquared","Lowstringency","Peak","Chisquared",-6.184470646086,-3.3303113915739,-17.7524683008853,-3.90143372655345,-18.3235906358649,0.571122334979547
"chr16",19,27.3799556126351,"Lowstringency_Peak_Chisquared","Lowstringency","Peak","Chisquared",-30.6061694591206,-73.0703613478316,-59.0053017150516,-78.196554166912,-64.131494534132,5.1261928190804
"chr17",59,25.2338587672996,"Lowstringency_Peak_Chisquared","Lowstringency","Peak","Chisquared",133.81283276602,38.302852979734,32.5843840645879,113.064449215714,107.345980300568,-74.7615962359798
"chr18",18,24.3597220620067,"Lowstringency_Peak_Chisquared","Lowstringency","Peak","Chisquared",-26.1075313003091,-9.99911815071101,2.96215801764372,6.59592818567284,19.5572043540276,-16.5950463363839
"chr19",10,17.7659633259663,"Lowstringency_Peak_Chisquared","Lowstringency","Peak","Chisquared",-43.7125934770774,-109.806270122096,-154.173275388963,-97.0152690671436,-141.38227433401,-12.7910010549526
"chr20",49,19.5318879480606,"Lowstringency_Peak_Chisquared","Lowstringency","Peak","Chisquared",150.871805789084,197.008099155786,178.989227719048,142.928337694743,124.909466258005,54.0797614610431
"chr21",15,14.156970234588,"Lowstringency_Peak_Chisquared","Lowstringency","Peak","Chisquared",5.95487418171106,-2.80817863504767,16.0264243025454,-8.9478319817103,9.88677095588273,6.13965334666264
"chr22",3,15.4021794194051,"Lowstringency_Peak_Chisquared","Lowstringency","Peak","Chisquared",-80.5222370269215,-80.6717970342067,-66.713139419569,-83.9404234630407,-69.9817658484031,3.26862642883405
"chrX",15,47.2932372057054,"Lowstringency_Peak_Chisquared","Lowstringency","Peak","Chisquared",-68.2829916362959,-28.4472657570025,-26.5460356026978,-21.1466850983235,-19.2454549440189,-7.30058065867897
"chrY",2,17.3446179750785,"Lowstringency_Peak_Chisquared","Lowstringency","Peak","Chisquared",-88.4690455398113,7.58777266730216,NA,8.07744928248671,NA,-0.48967661518455
"chr1",2782,2363.34770626157,"Lowstringency_insertions_Chisquared","Lowstringency","insertions","Chisquared",17.7143757826761,10.8083642509559,11.7154823855749,11.4645909003336,12.3717090349526,-0.656226649377736
"chr2",1864,2299.14744369818,"Lowstringency_insertions_Chisquared","Lowstringency","insertions","Chisquared",-18.9264696742652,-19.0865823649222,-6.23047550532128,-23.4134278309338,-10.5573209713329,4.32684546601161
"chr3",2220,1882.42324001791,"Lowstringency_insertions_Chisquared","Lowstringency","insertions","Chisquared",17.9330956400049,20.987269931949,30.1210770697597,17.0691870401377,26.2029941779485,3.91808289181121
"chr4",1107,1805.71012647673,"Lowstringency_insertions_Chisquared","Lowstringency","insertions","Chisquared",-38.6944790435462,6.55345033206929,17.1137064480179,-9.40601872068405,1.15423739526461,15.9594690527533
"chr5",1267,1723.34589547712,"Lowstringency_insertions_Chisquared","Lowstringency","insertions","Chisquared",-26.4802264405996,-3.57676242495381,-7.80353048903471,-11.6268003828726,-15.8535684469535,8.05003795791881
"chr6",2178,1621.46417209278,"Lowstringency_insertions_Chisquared","Lowstringency","insertions","Chisquared",34.3230419447945,36.3882489888245,26.4983001836233,35.9873833477297,26.0974345425285,0.400865641094825
"chr7",1145,1512.67413295154,"Lowstringency_insertions_Chisquared","Lowstringency","insertions","Chisquared",-24.3062352255692,0.943024248716323,17.2875835834167,-24.4449868263946,-8.10042749169417,25.3880110751109
"chr8",1845,1377.80363215749,"Lowstringency_insertions_Chisquared","Lowstringency","insertions","Chisquared",33.9087774874662,40.6003261740276,28.645685870111,33.866258266273,21.9116179623564,6.73406790775458
"chr9",1225,1313.78349011085,"Lowstringency_insertions_Chisquared","Lowstringency","insertions","Chisquared",-6.75784790866559,0.446101081071611,17.5385050011052,-10.9510913773833,6.14131254265025,11.3971924584549
"chr10",1330,1270.14128756804,"Lowstringency_insertions_Chisquared","Lowstringency","insertions","Chisquared",4.71276014864239,-17.5532621203037,-14.3381427945707,-29.0464527761286,-25.8313334503956,11.4931906558249
"chr11",835,1282.37968591276,"Lowstringency_insertions_Chisquared","Lowstringency","insertions","Chisquared",-34.8866791034925,-28.8440297239688,-30.4653737186821,-31.3840514222402,-33.0053954169536,2.54002169827144
"chr12",1762,1265.18485964765,"Lowstringency_insertions_Chisquared","Lowstringency","insertions","Chisquared",39.2681857172012,3.97976824704562,8.07125888979574,31.5333912864333,35.6248819291834,-27.5536230393877
"chr13",527,1085.66258337753,"Lowstringency_insertions_Chisquared","Lowstringency","insertions","Chisquared",-51.4582147281445,-30.1179793384084,-21.1757489197416,-11.1564859121223,-2.21425549345552,-18.961493426286
"chr14",1285,1016.16790349361,"Lowstringency_insertions_Chisquared","Lowstringency","insertions","Chisquared",26.4554800030722,-19.6252695029991,-18.9167543819288,16.355362218763,17.0638773398333,-35.9806317217622
"chr15",898,968.204156557328,"Lowstringency_insertions_Chisquared","Lowstringency","insertions","Chisquared",-7.25096624321001,-3.3303113915739,-17.7524683008853,-3.90143372655345,-18.3235906358649,0.571122334979547
"chr16",529,857.583502879939,"Lowstringency_insertions_Chisquared","Lowstringency","insertions","Chisquared",-38.3150447480029,-73.0703613478316,-59.0053017150516,-78.196554166912,-64.131494534132,5.1261928190804
"chr17",2539,790.364356283036,"Lowstringency_insertions_Chisquared","Lowstringency","insertions","Chisquared",221.244243849828,38.302852979734,32.5843840645879,113.064449215714,107.345980300568,-74.7615962359798
"chr18",535,762.985012491292,"Lowstringency_insertions_Chisquared","Lowstringency","insertions","Chisquared",-29.8806672161066,-9.99911815071101,2.96215801764372,6.59592818567284,19.5572043540276,-16.5950463363839
"chr19",243,556.458062849736,"Lowstringency_insertions_Chisquared","Lowstringency","insertions","Chisquared",-56.3309409597649,-109.806270122096,-154.173275388963,-97.0152690671436,-141.38227433401,-12.7910010549526
"chr20",2196,611.769614287706,"Lowstringency_insertions_Chisquared","Lowstringency","insertions","Chisquared",258.958658408826,197.008099155786,178.989227719048,142.928337694743,124.909466258005,54.0797614610431
"chr21",489,443.41869270023,"Lowstringency_insertions_Chisquared","Lowstringency","insertions","Chisquared",10.2795186694091,-2.80817863504767,16.0264243025454,-8.9478319817103,9.88677095588273,6.13965334666264
"chr22",100,482.420613289208,"Lowstringency_insertions_Chisquared","Lowstringency","insertions","Chisquared",-79.2712008472883,-80.6717970342067,-66.713139419569,-83.9404234630407,-69.9817658484031,3.26862642883405
"chrX",368,1481.29896918768,"Lowstringency_insertions_Chisquared","Lowstringency","insertions","Chisquared",-75.1569394393216,-28.4472657570025,-26.5460356026978,-21.1466850983235,-19.2454549440189,-7.30058065867897
"chrY",48,543.260860230104,"Lowstringency_insertions_Chisquared","Lowstringency","insertions","Chisquared",-91.1644656344893,7.58777266730216,NA,8.07744928248671,NA,-0.48967661518455
"chr1",1747,1652.69637544826,"GEO_Peak_Chisquared","GEO","Peak","Chisquared",5.7060465523295,10.8083642509559,11.7154823855749,11.4645909003336,12.3717090349526,-0.656226649377736
"chr2",1751,1607.80093286898,"GEO_Peak_Chisquared","GEO","Peak","Chisquared",8.90651723130262,-19.0865823649222,-6.23047550532128,-23.4134278309338,-10.5573209713329,4.32684546601161
"chr3",1351,1316.38440572859,"GEO_Peak_Chisquared","GEO","Peak","Chisquared",2.62959619703569,20.987269931949,30.1210770697597,17.0691870401377,26.2029941779485,3.91808289181121
"chr4",922,1262.73868768087,"GEO_Peak_Chisquared","GEO","Peak","Chisquared",-26.9841013825803,6.55345033206929,17.1137064480179,-9.40601872068405,1.15423739526461,15.9594690527533
"chr5",1065,1205.14112568057,"GEO_Peak_Chisquared","GEO","Peak","Chisquared",-11.628607031515,-3.57676242495381,-7.80353048903471,-11.6268003828726,-15.8535684469535,8.05003795791881
"chr6",1142,1133.89492076727,"GEO_Peak_Chisquared","GEO","Peak","Chisquared",0.714799853521315,36.3882489888245,26.4983001836233,35.9873833477297,26.0974345425285,0.400865641094825
"chr7",1097,1057.81770923498,"GEO_Peak_Chisquared","GEO","Peak","Chisquared",3.70406833076721,0.943024248716323,17.2875835834167,-24.4449868263946,-8.10042749169417,25.3880110751109
"chr8",954,963.502350040622,"GEO_Peak_Chisquared","GEO","Peak","Chisquared",-0.986230084464388,40.6003261740276,28.645685870111,33.866258266273,21.9116179623564,6.73406790775458
"chr9",967,918.73286629693,"GEO_Peak_Chisquared","GEO","Peak","Chisquared",5.25366354831921,0.446101081071611,17.5385050011052,-10.9510913773833,6.14131254265025,11.3971924584549
"chr10",1183,888.213738803338,"GEO_Peak_Chisquared","GEO","Peak","Chisquared",33.1886626290895,-17.5532621203037,-14.3381427945707,-29.0464527761286,-25.8313334503956,11.4931906558249
"chr11",891,896.772088694902,"GEO_Peak_Chisquared","GEO","Peak","Chisquared",-0.643651688948333,-28.8440297239688,-30.4653737186821,-31.3840514222402,-33.0053954169536,2.54002169827144
"chr12",1038,884.747693397711,"GEO_Peak_Chisquared","GEO","Peak","Chisquared",17.3215830621441,3.97976824704562,8.07125888979574,31.5333912864333,35.6248819291834,-27.5536230393877
"chr13",488,759.207209228675,"GEO_Peak_Chisquared","GEO","Peak","Chisquared",-35.7224228026247,-30.1179793384084,-21.1757489197416,-11.1564859121223,-2.21425549345552,-18.961493426286
"chr14",804,710.609364208753,"GEO_Peak_Chisquared","GEO","Peak","Chisquared",13.1423311449372,-19.6252695029991,-18.9167543819288,16.355362218763,17.0638773398333,-35.9806317217622
"chr15",658,677.068167327528,"GEO_Peak_Chisquared","GEO","Peak","Chisquared",-2.81628471809456,-3.3303113915739,-17.7524683008853,-3.90143372655345,-18.3235906358649,0.571122334979547
"chr16",862,599.710801376695,"GEO_Peak_Chisquared","GEO","Peak","Chisquared",43.7359470633503,-73.0703613478316,-59.0053017150516,-78.196554166912,-64.131494534132,5.1261928190804
"chr17",909,552.704243836689,"GEO_Peak_Chisquared","GEO","Peak","Chisquared",64.4640890922104,38.302852979734,32.5843840645879,113.064449215714,107.345980300568,-74.7615962359798
"chr18",349,533.55778386938,"GEO_Peak_Chisquared","GEO","Peak","Chisquared",-34.5900274438807,-9.99911815071101,2.96215801764372,6.59592818567284,19.5572043540276,-16.5950463363839
"chr19",572,389.132847919135,"GEO_Peak_Chisquared","GEO","Peak","Chisquared",46.9935018487225,-109.806270122096,-154.173275388963,-97.0152690671436,-141.38227433401,-12.7910010549526
"chr20",693,427.812387260621,"GEO_Peak_Chisquared","GEO","Peak","Chisquared",61.9868944042118,197.008099155786,178.989227719048,142.928337694743,124.909466258005,54.0797614610431
"chr21",363,310.084066043293,"GEO_Peak_Chisquared","GEO","Peak","Chisquared",17.0650284072704,-2.80817863504767,16.0264243025454,-8.9478319817103,9.88677095588273,6.13965334666264
"chr22",351,337.358229985461,"GEO_Peak_Chisquared","GEO","Peak","Chisquared",4.04370452593581,-80.6717970342067,-66.713139419569,-83.9404234630407,-69.9817658484031,3.26862642883405
"chrX",512,1035.87695997737,"GEO_Peak_Chisquared","GEO","Peak","Chisquared",-50.5732804394853,-28.4472657570025,-26.5460356026978,-21.1466850983235,-19.2454549440189,-7.30058065867897
"chrY",8,379.904003226611,"GEO_Peak_Chisquared","GEO","Peak","Chisquared",-97.894204869637,7.58777266730216,NA,8.07744928248671,NA,-0.48967661518455
"chr1",2519,2403.65053157767,"Encode_Peak_Chisquared","Encode","Peak","Chisquared",4.79892841771049,10.8083642509559,11.7154823855749,11.4645909003336,12.3717090349526,-0.656226649377736
"chr2",2246,2338.35544409263,"Encode_Peak_Chisquared","Encode","Peak","Chisquared",-3.94958962829825,-19.0865823649222,-6.23047550532128,-23.4134278309338,-10.5573209713329,4.32684546601161
"chr3",1790,1914.5247267405,"Encode_Peak_Chisquared","Encode","Peak","Chisquared",-6.50421094077509,20.987269931949,30.1210770697597,17.0691870401377,26.2029941779485,3.91808289181121
"chr4",1147,1836.50340315206,"Encode_Peak_Chisquared","Encode","Peak","Chisquared",-37.544357498529,6.55345033206929,17.1137064480179,-9.40601872068405,1.15423739526461,15.9594690527533
"chr5",1623,1752.73459202846,"Encode_Peak_Chisquared","Encode","Peak","Chisquared",-7.40183896743412,-3.57676242495381,-7.80353048903471,-11.6268003828726,-15.8535684469535,8.05003795791881
"chr6",1824,1649.11545129772,"Encode_Peak_Chisquared","Encode","Peak","Chisquared",10.6047486587225,36.3882489888245,26.4983001836233,35.9873833477297,26.0974345425285,0.400865641094825
"chr7",1344,1538.47018538132,"Encode_Peak_Chisquared","Encode","Peak","Chisquared",-12.6404910039332,0.943024248716323,17.2875835834167,-24.4449868263946,-8.10042749169417,25.3880110751109
"chr8",1555,1401.29970045062,"Encode_Peak_Chisquared","Encode","Peak","Chisquared",10.9684102194523,40.6003261740276,28.645685870111,33.866258266273,21.9116179623564,6.73406790775458
"chr9",1178,1336.18780512756,"Encode_Peak_Chisquared","Encode","Peak","Chisquared",-11.8387403717143,0.446101081071611,17.5385050011052,-10.9510913773833,6.14131254265025,11.3971924584549
"chr10",1679,1291.80135997465,"Encode_Peak_Chisquared","Encode","Peak","Chisquared",29.9735433033565,-17.5532621203037,-14.3381427945707,-29.0464527761286,-25.8313334503956,11.4931906558249
"chr11",1317,1304.24846312794,"Encode_Peak_Chisquared","Encode","Peak","Chisquared",0.977692305764981,-28.8440297239688,-30.4653737186821,-31.3840514222402,-33.0053954169536,2.54002169827144
"chr12",1457,1286.76040871132,"Encode_Peak_Chisquared","Encode","Peak","Chisquared",13.230092419394,3.97976824704562,8.07125888979574,31.5333912864333,35.6248819291834,-27.5536230393877
"chr13",611,1104.1766891666,"Encode_Peak_Chisquared","Encode","Peak","Chisquared",-44.6646532212915,-30.1179793384084,-21.1757489197416,-11.1564859121223,-2.21425549345552,-18.961493426286
"chr14",1162,1033.49689719091,"Encode_Peak_Chisquared","Encode","Peak","Chisquared",12.4338160238668,-19.6252695029991,-18.9167543819288,16.355362218763,17.0638773398333,-35.9806317217622
"chr15",1099,984.715211146828,"Encode_Peak_Chisquared","Encode","Peak","Chisquared",11.6058721912169,-3.3303113915739,-17.7524683008853,-3.90143372655345,-18.3235906358649,0.571122334979547
"chr16",1131,872.208112715795,"Encode_Peak_Chisquared","Encode","Peak","Chisquared",29.6708874305703,-73.0703613478316,-59.0053017150516,-78.196554166912,-64.131494534132,5.1261928190804
"chr17",1368,803.842659328734,"Encode_Peak_Chisquared","Encode","Peak","Chisquared",70.1825580073565,38.302852979734,32.5843840645879,113.064449215714,107.345980300568,-74.7615962359798
"chr18",407,775.996407977351,"Encode_Peak_Chisquared","Encode","Peak","Chisquared",-47.5513036122354,-9.99911815071101,2.96215801764372,6.59592818567284,19.5572043540276,-16.5950463363839
"chr19",1083,565.947496860377,"Encode_Peak_Chisquared","Encode","Peak","Chisquared",91.3605071155891,-109.806270122096,-154.173275388963,-97.0152690671436,-141.38227433401,-12.7910010549526
"chr20",1120,622.202291558601,"Encode_Peak_Chisquared","Encode","Peak","Chisquared",80.0057658409499,197.008099155786,178.989227719048,142.928337694743,124.909466258005,54.0797614610431
"chr21",443,450.980434912958,"Encode_Peak_Chisquared","Encode","Peak","Chisquared",-1.76957453032265,-2.80817863504767,16.0264243025454,-8.9478319817103,9.88677095588273,6.13965334666264
"chr22",442,490.647466094138,"Encode_Peak_Chisquared","Encode","Peak","Chisquared",-9.91495308870183,-80.6717970342067,-66.713139419569,-83.9404234630407,-69.9817658484031,3.26862642883405
"chrX",716,1506.55997222922,"Encode_Peak_Chisquared","Encode","Peak","Chisquared",-52.4745105937899,-28.4472657570025,-26.5460356026978,-21.1466850983235,-19.2454549440189,-7.30058065867897
"chr1",47,40.8710743621317,"Highstringency_Peak_Chisquared","Highstringency","Peak","Chisquared",14.9957536803753,10.8083642509559,11.7154823855749,11.4645909003336,12.3717090349526,-0.656226649377736
"chr2",37,39.760812973871,"Highstringency_Peak_Chisquared","Highstringency","Peak","Chisquared",-6.94355262726967,-19.0865823649222,-6.23047550532128,-23.4134278309338,-10.5573209713329,4.32684546601161
"chr3",41,32.5541011252543,"Highstringency_Peak_Chisquared","Highstringency","Peak","Chisquared",25.9441931517307,20.987269931949,30.1210770697597,17.0691870401377,26.2029941779485,3.91808289181121
"chr4",26,31.2274459911895,"Highstringency_Peak_Chisquared","Highstringency","Peak","Chisquared",-16.7399088374514,6.55345033206929,17.1137064480179,-9.40601872068405,1.15423739526461,15.9594690527533
"chr5",26,29.8030620120373,"Highstringency_Peak_Chisquared","Highstringency","Peak","Chisquared",-12.7606418780099,-3.57676242495381,-7.80353048903471,-11.6268003828726,-15.8535684469535,8.05003795791881
"chr6",40,28.0411479773183,"Highstringency_Peak_Chisquared","Highstringency","Peak","Chisquared",42.6475122643156,36.3882489888245,26.4983001836233,35.9873833477297,26.0974345425285,0.400865641094825
"chr7",28,26.1597634616922,"Highstringency_Peak_Chisquared","Highstringency","Peak","Chisquared",7.03460694896038,0.943024248716323,17.2875835834167,-24.4449868263946,-8.10042749169417,25.3880110751109
"chr8",32,23.8273507351996,"Highstringency_Peak_Chisquared","Highstringency","Peak","Chisquared",34.2994458579364,40.6003261740276,28.645685870111,33.866258266273,21.9116179623564,6.73406790775458
"chr9",24,22.7202043007879,"Highstringency_Peak_Chisquared","Highstringency","Peak","Chisquared",5.63285295444161,0.446101081071611,17.5385050011052,-10.9510913773833,6.14131254265025,11.3971924584549
"chr10",26,21.9654682538116,"Highstringency_Peak_Chisquared","Highstringency","Peak","Chisquared",18.3676109226048,-17.5532621203037,-14.3381427945707,-29.0464527761286,-25.8313334503956,11.4931906558249
"chr11",16,22.1771156925254,"Highstringency_Peak_Chisquared","Highstringency","Peak","Chisquared",-27.8535575958931,-28.8440297239688,-30.4653737186821,-31.3840514222402,-33.0053954169536,2.54002169827144
"chr12",28,21.8797531753372,"Highstringency_Peak_Chisquared","Highstringency","Peak","Chisquared",27.9721931761165,3.97976824704562,8.07125888979574,31.5333912864333,35.6248819291834,-27.5536230393877
"chr13",7,18.7751451298702,"Highstringency_Peak_Chisquared","Highstringency","Peak","Chisquared",-62.716666360872,-30.1179793384084,-21.1757489197416,-11.1564859121223,-2.21425549345552,-18.961493426286
"chr14",16,17.573323568962,"Highstringency_Peak_Chisquared","Highstringency","Peak","Chisquared",-8.95290843981729,-19.6252695029991,-18.9167543819288,16.355362218763,17.0638773398333,-35.9806317217622
"chr15",16,16.7438519416913,"Highstringency_Peak_Chisquared","Highstringency","Peak","Chisquared",-4.44253774031021,-3.3303113915739,-17.7524683008853,-3.90143372655345,-18.3235906358649,0.571122334979547
"chr16",11,14.8308092901773,"Highstringency_Peak_Chisquared","Highstringency","Peak","Chisquared",-25.8300758591408,-73.0703613478316,-59.0053017150516,-78.196554166912,-64.131494534132,5.1261928190804
"chr17",24,13.6683401656206,"Highstringency_Peak_Chisquared","Highstringency","Peak","Chisquared",75.5882551150299,38.302852979734,32.5843840645879,113.064449215714,107.345980300568,-74.7615962359798
"chr18",8,13.1948494502536,"Highstringency_Peak_Chisquared","Highstringency","Peak","Chisquared",-39.3702820925612,-9.99911815071101,2.96215801764372,6.59592818567284,19.5572043540276,-16.5950463363839
"chr19",4,9.62323013489839,"Highstringency_Peak_Chisquared","Highstringency","Peak","Chisquared",-58.4339151830724,-109.806270122096,-154.173275388963,-97.0152690671436,-141.38227433401,-12.7910010549526
