Chr,Start,End,Center,Experiment Insertions,Background insertions,Reference Insertions,pvalue Reference,pvalue Background,Fraction Experiment,TPH Experiment,Fraction background,TPH background,TPH background subtracted,pvalue_adj Reference,Nearest Refseq1,Gene Name1,Direction1,Distance1,Nearest Refseq2,Gene Name2,Direction2,Distance2
chr2,158723367,158725908,158725071.0,37,18,8,0.0,5.6484272181966944e-05,3.626160493863458e-05,3626.160493863458,1.3398848741140941e-05,1339.8848741140941,2286.275619749364,0.0,NR_135242,PKP4-AS1,-,0,NM_001304969,PKP4,+,-41940
chr2,160227921,160229338,160228392.0,45,36,14,0.0,0.0034937853516938677,4.4101951952393415e-05,4410.195195239341,2.6797697482281882e-05,2679.7697482281883,1730.4254470111528,0.0,NM_000888,ITGB6,-,-27609,NR_103775,LINC02478,-,28381
chr2,160241485,160243051,160242118.0,25,12,11,1.682977313066658e-09,0.0004339061515160614,2.450108441799634e-05,2450.108441799634,8.932565827427295e-06,893.2565827427295,1556.8518590569045,9.412231777133289e-06,NR_103775,LINC02478,-,14668,NM_016836,RBMS1,-,29100
chr2,161159210,161159808,161159605.0,24,8,7,2.3597459541946364e-09,8.523045676223084e-06,2.3521041041276488e-05,2352.1041041276485,5.95504388495153e-06,595.504388495153,1756.5997156324956,1.260621683511983e-05,NM_133484,TANK,+,0,NM_001199135,TANK,+,620
chr2,161871307,161872650,161872138.0,32,31,13,2.0550228185811648e-13,0.0003742608906314171,3.136138805503532e-05,3136.138805503532,2.3075795054187178e-05,2307.579505418718,828.5593000848139,2.680134136216148e-09,NM_001178015,SLC4A10,+,0,NM_001935,DPP4,-,119595
chr2,162554421,162555821,162555387.0,28,13,12,5.1630033581773205e-11,2.2419994008648914e-05,2.74412145481559e-05,2744.12145481559,9.676946313046236e-06,967.6946313046236,1776.4268235109662,4.137263573093942e-07,NM_033272,KCNH7,-,0,NM_001330265,GCA,+,-191314
chr2,163626070,163626761,163626414.0,21,10,7,1.4171103834836885e-07,0.00010780396411691484,2.0580910911116924e-05,2058.0910911116925,7.443804856189412e-06,744.3804856189412,1313.7106054927513,0.00048771337574274695,NM_001321825,FIGN,-,0,NM_033272,KCNH7,-,-787324
chr2,163856143,163857397,163857125.0,37,13,13,5.551115123125783e-16,1.9576862353432034e-10,3.626160493863458e-05,3626.160493863458,9.676946313046236e-06,967.6946313046236,2658.4658625588345,1.1611714475948217e-11,NM_001321825,FIGN,-,-120137,NM_001303422,GRB14,-,635009
chr2,169785028,169785487,169785258.0,21,12,5,4.914143802992044e-08,0.0031705996855547758,2.0580910911116924e-05,2058.0910911116925,8.932565827427295e-06,893.2565827427295,1164.834508368963,0.0001891294841889844,NM_003142,SSB,+,13325,NM_001294145,SSB,+,13541
chr2,173652802,173653283,173653002.0,23,11,4,4.974191614159906e-09,0.002497310970496436,2.2540997664556634e-05,2254.0997664556635,8.188185341808353e-06,818.8185341808353,1435.2812322748282,2.480429158319056e-05,NM_001017371,SP3,-,253176,NM_031942,CDCA7,+,-283813
chr2,189555181,189556521,189555601.0,27,17,12,1.0193756949661292e-10,0.00217804010949163,2.6461171171436047e-05,2646.117117143605,1.2654468255522001e-05,1265.4468255522002,1380.6702915914047,7.583736120031364e-07,NM_014585,SLC40A1,-,4069,NM_001303096,WDR75,+,-79620
chr2,190786529,190787358,190786940.0,28,3,4,8.733791467818719e-12,1.4322130148514134e-09,2.74412145481559e-05,2744.12145481559,2.2331414568568237e-06,223.31414568568238,2520.8073091299075,8.13136684234858e-08,NM_001256310,GLS,+,93463,NM_001321313,NAB1,+,-93764
chr2,191214378,191215782,191215142.0,32,23,20,3.0548896745585807e-12,0.002628917700830291,3.136138805503532e-05,3136.138805503532,1.7120751169235648e-05,1712.0751169235648,1424.063688579967,3.2371198730335156e-08,NM_001130158,MYO1B,+,29494,NM_001243835,STAT4,-,-62783
chr2,197922014,197922482,197922244.0,21,12,5,3.890654398652771e-08,0.0008956816872804918,2.0580910911116924e-05,2058.0910911116925,8.932565827427295e-06,893.2565827427295,1164.834508368963,0.00015396963663224708,NM_006226,PLCL1,+,0,NM_001284358,BOLL,-,-135703
chr2,200786041,200786915,200786519.0,62,27,10,0.0,5.070862618694605e-10,6.076268935663093e-05,6076.268935663093,2.009827311171141e-05,2009.8273111711412,4066.441624491951,0.0,NR_135011,AOX3P-AOX2P,+,0,NM_001207067,BZW1,+,24631
chr2,207036800,207037268,207037035.0,28,16,4,5.729861030090433e-12,0.00036935321449405034,2.74412145481559e-05,2744.12145481559,1.191008776990306e-05,1191.008776990306,1553.112677825284,5.542895492610684e-08,NM_001270942,KLF7,-,36870,NM_173077,CPO,+,-67327
chr2,207632301,207633319,207633043.0,23,6,9,1.3024831990726682e-08,1.439599038277617e-05,2.2540997664556634e-05,2254.0997664556635,4.466282913713647e-06,446.62829137136475,1807.4714750842986,5.7554785095571296e-05,NM_001330133,METTL21A,-,-6249,NM_001330135,METTL21A,-,-6924
chr2,209368765,209369954,209369507.0,33,20,11,1.1324274851176597e-14,0.0006403680903408482,3.234143143175517e-05,3234.143143175517,1.4887609712378825e-05,1488.7609712378824,1745.3821719376344,1.8517442739918231e-10,NM_001039538,MAP2,+,54093,NM_002374,MAP2,+,209725
chr2,209495068,209496585,209496309.0,38,14,11,0.0,1.0427682217706291e-07,3.7241648315354436e-05,3724.1648315354437,1.0421326798665176e-05,1042.1326798665177,2682.032151668926,0.0,NM_001039538,MAP2,+,0,NM_002374,MAP2,+,83094
chr2,212912129,212913445,212912537.0,26,15,11,3.067985865357059e-10,0.0002974384289109455,2.5481127794716194e-05,2548.1127794716194,1.1165707284284118e-05,1116.5707284284117,1431.5420510432077,2.041948703198562e-06,NR_039935,MIR4776-1,+,12812,NM_016260,IKZF2,-,86241
chr2,213175628,213176233,213175938.0,21,8,9,7.800961410175944e-08,8.415514235260435e-05,2.0580910911116924e-05,2058.0910911116925,5.95504388495153e-06,595.504388495153,1462.5867026165397,0.0002849156987639342,NR_146974,LINC01953,-,-7919,NM_001079526,IKZF2,-,-24020
chr2,217652986,217654230,217653380.0,29,11,8,1.6634582600261183e-11,1.8745623919014243e-05,2.8421257924875754e-05,2842.1257924875754,8.188185341808353e-06,818.8185341808353,2023.30725830674,1.4521864385552996e-07,NR_026597,DIRC3,-,0,NM_022648,TNS1,-,145559
chr2,218445404,218446027,218445679.0,22,4,6,1.951931805077578e-08,3.5089341590133216e-06,2.156095428783678e-05,2156.095428783678,2.977521942475765e-06,297.7521942475765,1858.3432345361016,8.25175840529162e-05,NM_007127,VIL1,+,0,NM_020935,USP37,-,4224
chr2,225842365,225843585,225843264.0,35,39,20,1.0513812043200232e-13,0.0017970755690368545,3.4301518185194876e-05,3430.1518185194877,2.9030838939138707e-05,2903.0838939138707,527.067924605617,1.4661724811630616e-09,NM_020864,NYAP2,+,-188348,NR_046102,LOC646736,+,299209
chr2,230843732,230844618,230844389.0,22,11,4,1.3944852939040686e-08,0.007104798415090152,2.156095428783678e-05,2156.095428783678,8.188185341808353e-06,818.8185341808353,1337.2768946028427,6.078638762700298e-05,NM_001287240,ITM2C,+,19980,NM_001012514,ITM2C,+,20277
chr2,231576760,231577219,231576986.0,34,15,3,9.992007221626409e-16,7.91749602624403e-06,3.332147480847502e-05,3332.1474808475023,1.1165707284284118e-05,1116.5707284284117,2215.5767524190906,1.9747038360324207e-11,NM_152614,TEX44,+,15645,NM_006056,NMUR1,-,-46290
chr2,236611369,236612167,236611876.0,23,8,4,1.7289450982005405e-08,3.0991217495612844e-06,2.2540997664556634e-05,2254.0997664556635,5.95504388495153e-06,595.504388495153,1658.5953779605106,7.406281197510007e-05,NM_020311,ACKR3,+,-29019,NM_001270584,IQCA1,-,-103835
chr2,236717680,236718495,236718014.0,28,29,6,1.1209144723522968e-10,0.0027445653535638215,2.74412145481559e-05,2744.12145481559,2.1587034082949294e-05,2158.7034082949294,585.4180465206605,8.151804573135112e-07,NM_020311,ACKR3,+,-135330,NM_001270584,IQCA1,-,-210146
chr2,236812952,236814138,236813596.0,36,45,6,2.4424906541753444e-15,0.007713270142760464,3.528156156191473e-05,3528.156156191473,3.3497121852852354e-05,3349.7121852852356,178.4439709062376,4.420279622978939e-11,NM_020311,ACKR3,+,-230602,NR_135202,LOC93463,-,234461
chr2,237501663,237503020,237502548.0,35,33,12,1.2878587085651816e-14,0.0035856632024282575,3.4301518185194876e-05,3430.1518185194877,2.456455602542506e-05,2456.455602542506,973.6962159769819,2.0436617477668864e-10,NM_001281474,MLPH,+,0,NR_106869,MIR6811,+,7911
chr20,8222889,8224301,8223750.0,22,7,19,7.467258344995287e-08,4.8564456385569166e-05,2.156095428783678e-05,2156.095428783678,5.210663399332588e-06,521.0663399332589,1635.0290888504192,0.0002736586226573812,NM_015192,PLCB1,+,0,NR_046809,PLCB1-IT1,+,24403
chr20,10076013,10076960,10076715.0,28,5,8,8.968492615224477e-12,3.731242359528153e-08,2.74412145481559e-05,2744.12145481559,3.721902428094706e-06,372.1902428094706,2371.9312120061195,8.279435893578401e-08,NR_040710,SNAP25-AS1,-,0,NM_001303472,ANKEF1,+,-19252
chr20,34223772,34224908,34223998.0,24,12,10,2.9428938175257713e-09,0.004200031657937475,2.3521041041276488e-05,2352.1041041276485,8.932565827427295e-06,893.2565827427295,1458.847521384919,1.5541094190059184e-05,NM_001672,ASIP,+,35457,NM_001322084,AHCY,-,55357
chr20,35154592,35155060,35154827.0,23,8,5,4.75750783213158e-09,0.00016028430176806552,2.2540997664556634e-05,2254.0997664556635,5.95504388495153e-06,595.504388495153,1658.5953779605106,2.3834463133708256e-05,NM_001145025,EDEM2,-,-7235,NM_006404,PROCR,+,16877
chr20,36000069,36001217,36000979.0,24,8,8,2.8300880527964978e-09,4.2977070417782315e-05,2.3521041041276488e-05,2352.1041041276485,5.95504388495153e-06,595.504388495153,1756.5997156324956,1.4994541954229565e-05,NR_130714,CNBD2,+,0,NM_001304367,CNBD2,+,-25115
chr20,41970809,41971339,41971106.0,23,12,5,5.856693130468216e-09,0.0020091512993181126,2.2540997664556634e-05,2254.0997664556635,8.932565827427295e-06,893.2565827427295,1360.843183712934,2.875977372300113e-05,NM_007050,PTPRT,-,101413,NM_032221,CHD6,-,-352316
chr20,42190407,42191588,42190935.0,33,10,12,2.6645352591003757e-14,5.95337987685518e-07,3.234143143175517e-05,3234.143143175517,7.443804856189412e-06,744.3804856189412,2489.7626575565755,3.9737867317689457e-10,NM_007050,PTPRT,-,0,NR_110004,LOC101927159,+,493895
chr20,45342968,45344349,45344146.0,21,12,9,9.374547393914412e-08,0.008943621977890226,2.0580910911116924e-05,2058.0910911116925,8.932565827427295e-06,893.2565827427295,1164.834508368963,0.0003377922063871034,NM_002999,SDC4,-,0,NM_001197129,SYS1,+,17588
chr20,47174132,47174980,47174645.0,32,16,4,2.5854762775168183e-11,0.00024874563428489704,3.136138805503532e-05,3136.138805503532,1.191008776990306e-05,1191.008776990306,1945.1300285132259,2.1745961678246953e-07,NM_005244,EYA2,+,0,NR_037410,MIR3616,+,-7075
chr20,47204101,47205125,47204301.0,31,12,3,1.8103296639537803e-11,1.7877809169064562e-05,3.0381344678315463e-05,3038.1344678315463,8.932565827427295e-06,893.2565827427295,2144.8778850888166,1.5634560269008576e-07,NM_001281777,ZMYND8,-,4089,NM_005244,EYA2,+,-15258
chr20,47273360,47274772,47274477.0,50,39,15,1.258881887622465e-12,0.008039760079190494,4.900216883599268e-05,4900.216883599268,2.9030838939138707e-05,2903.0838939138707,1997.1329896853972,1.4310669428816925e-08,NM_001281777,ZMYND8,-,0,NM_001281769,ZMYND8,-,23354
chr20,47389896,47390422,47390096.0,23,9,2,8.466620904368227e-08,0.00043230499451007987,2.2540997664556634e-05,2254.0997664556635,6.699424370570471e-06,669.9424370570471,1584.1573293986164,0.0003078316198343042,NR_146495,LINC01754,-,0,NM_001281777,ZMYND8,-,-33008
chr20,47452738,47453936,47453470.0,39,24,8,8.333433942908641e-11,0.0010308358518191785,3.822169169207429e-05,3822.169169207429,1.786513165485459e-05,1786.513165485459,2035.6560037219701,6.316433121062873e-07,NR_146496,LINC01754,-,-40595,NR_146495,LINC01754,-,-41345
chr20,47455081,47456422,47455496.0,77,61,7,0.0,0.0020001827947857542,7.546334000742873e-05,7546.334000742873,4.5407209622755414e-05,4540.720962275542,3005.6130384673315,0.0,NR_146496,LINC01754,-,-42938,NR_146495,LINC01754,-,-43688
chr20,47487169,47488460,47487635.0,42,14,8,4.1175951537297806e-12,2.2162173762829696e-08,4.116182182223385e-05,4116.182182223385,1.0421326798665176e-05,1042.1326798665177,3074.0495023568674,4.184284608109211e-08,NM_001174087,NCOA3,+,13397,NR_146496,LINC01754,-,-75026
chr20,47492925,47494047,47493361.0,60,45,8,0.0,0.002066631532504859,5.880260260319122e-05,5880.260260319122,3.3497121852852354e-05,3349.7121852852356,2530.548075033886,0.0,NM_001174087,NCOA3,+,7810,NR_146496,LINC01754,-,-80782
chr20,47567807,47568705,47568019.0,33,19,6,4.9724777628767924e-09,0.0014509011027813434,3.234143143175517e-05,3234.143143175517,1.4143229226759883e-05,1414.3229226759884,1819.8202204995284,2.480429158319056e-05,NM_001174087,NCOA3,+,0,NM_198596,SULF2,-,88701
chr20,47598893,47600173,47599702.0,48,26,12,9.554146362944493e-11,3.3403859320824125e-05,4.7042082082552975e-05,4704.208208255297,1.9353892626092473e-05,1935.3892626092472,2768.8189456460495,7.157482082116359e-07,NM_001174087,NCOA3,+,0,NM_198596,SULF2,-,57233
chr20,47791576,47792309,47792071.0,48,33,5,0.0,0.002566701858213394,4.7042082082552975e-05,4704.208208255297,2.456455602542506e-05,2456.455602542506,2247.752605712791,0.0,NM_198596,SULF2,-,-4961,NM_018837,SULF2,-,-5513
chr20,48064666,48065994,48065276.0,83,45,15,0.0,1.8971614935692216e-06,8.134360026774784e-05,8134.360026774785,3.3497121852852354e-05,3349.7121852852356,4784.64784148955,0.0,NR_110027,LINC01522,-,-74550,NR_109942,LINC01523,+,-80354
chr20,48294998,48295981,48295594.0,38,11,8,1.1335377081422848e-12,3.6371557192715898e-06,3.7241648315354436e-05,3724.1648315354437,8.188185341808353e-06,818.8185341808353,2905.3462973546084,1.2994706860578235e-08,NR_026958,LINC00494,+,63930,NR_110027,LINC01522,-,-304882
chr20,48863714,48865108,48864897.0,42,13,6,0.0,7.409314888295881e-07,4.116182182223385e-05,4116.182182223385,9.676946313046236e-06,967.6946313046236,3148.4875509187614,0.0,NM_020820,PREX1,-,-35832,NM_006420,ARFGEF2,+,56630
chr20,50414897,50415313,50415110.0,25,12,2,5.144511039389954e-09,0.0031286465351837434,2.450108441799634e-05,2450.108441799634,8.932565827427295e-06,893.2565827427295,1556.8518590569045,2.5574428210880423e-05,NR_109950,LINC01271,-,-93556,NM_001278618,PTPN1,+,95008
chr20,50726922,50728459,50727576.0,115,87,13,0.0,0.0004564969853448897,0.00011270498832278316,11270.498832278317,6.476110224884788e-05,6476.110224884788,4794.388607393529,0.0,NM_032521,PARD6B,+,3085,NM_001290268,RIPOR3,-,-35393
chr20,50763878,50764381,50764085.0,34,15,3,1.1690648449302898e-13,8.327879572322949e-05,3.332147480847502e-05,3332.1474808475023,1.1165707284284118e-05,1116.5707284284117,2215.5767524190906,1.6025351854031615e-09,NM_032521,PARD6B,+,-10138,NM_017843,BCAS4,+,30513
chr20,50798171,50799631,50799210.0,55,26,9,0.0,9.839804352429482e-07,5.390238571959195e-05,5390.238571959195,1.9353892626092473e-05,1935.3892626092472,3454.8493093499474,0.0,NM_017843,BCAS4,+,0,NM_032521,PARD6B,+,-44431
chr20,51387204,51387807,51387496.0,30,11,6,9.357181696145744e-12,2.9200796190398393e-05,2.940130130159561e-05,2940.130130159561,8.188185341808353e-06,818.8185341808353,2121.3115959787256,8.612194971264436e-08,NM_001258296,NFATC2,-,0,NR_036162,MIR3194,-,65098
chr20,51446902,51447942,51447447.0,39,21,6,1.1102230246251565e-16,0.0005786213083281977,3.822169169207429e-05,3822.169169207429,1.5631990197997764e-05,1563.1990197997766,2258.9701494076526,2.483616707355591e-12,NM_001258296,NFATC2,-,0,NR_036162,MIR3194,-,4963
chr20,51910293,51911615,51910902.0,50,33,13,0.0,0.0016059682801936592,4.900216883599268e-05,4900.216883599268,2.456455602542506e-05,2456.455602542506,2443.761281056762,0.0,NR_110016,LINC01429,-,-47381,NM_001318031,SALL4,-,-107771
chr20,51984622,51985760,51985314.0,66,46,14,0.0,0.00042915054218239934,6.468286286351034e-05,6468.286286351034,3.4241502338471296e-05,3424.1502338471296,3044.136052503904,0.0,NM_199427,ZFP64,-,98251,NR_110016,LINC01429,-,-121710
chr20,53642363,53643443,53642828.0,72,69,8,0.0,0.0041474628793954915,7.056312312382946e-05,7056.312312382946,5.136225350770694e-05,5136.225350770695,1920.0869616122518,0.0,NR_134576,LOC105372672,+,-7774,NM_006526,ZNF217,-,-59267
chr20,53661303,53662617,53662400.0,30,19,5,9.108626042308998e-08,0.0011024124046774553,2.940130130159561e-05,2940.130130159561,1.4143229226759883e-05,1414.3229226759884,1525.8072074835725,0.0003293153718561589,NR_134576,LOC105372672,+,-26714,NM_006526,ZNF217,-,-78207
chr20,53680048,53680868,53680368.0,44,31,4,6.661338147750939e-16,0.00029422007392598815,4.312190857567356e-05,4312.190857567356,2.3075795054187178e-05,2307.579505418718,2004.6113521486382,1.384416022680794e-11,NR_134576,LOC105372672,+,-45459,NM_006526,ZNF217,-,-96952
chr20,53786107,53787582,53786561.0,129,132,10,0.0,0.003219043378739128,0.0001264255955968611,12642.559559686111,9.825822410170024e-05,9825.822410170023,2816.737149516088,0.0,NR_002189,SUMO1P1,-,86919,NR_134576,LOC105372672,+,-151518
chr20,53800662,53802064,53801190.0,69,52,9,0.0,3.6672730616582605e-05,6.76229929936699e-05,6762.2992993669895,3.8707785252184945e-05,3870.7785252184945,2891.520774148495,0.0,NR_002189,SUMO1P1,-,72437,NM_001323347,BCAS1,-,141474
chr20,53905426,53906854,53906651.0,35,14,5,8.667018214225664e-10,1.0557188778737014e-06,3.4301518185194876e-05,3430.1518185194877,1.0421326798665176e-05,1042.1326798665177,2388.01913865297,5.26781694117927e-06,NR_002189,SUMO1P1,-,-29718,NM_001323347,BCAS1,-,36684
chr20,54067444,54071336,54069392.0,110,63,14,0.0,1.8707257964933888e-13,0.0001078047714391839,10780.47714391839,4.68959705939933e-05,4689.59705939933,6090.88008451906,0.0,NM_001316361,BCAS1,-,0,NM_001323347,BCAS1,-,-8425
chr20,54132506,54133263,54132894.0,34,18,6,2.0793784472061816e-09,7.045908177472082e-05,3.332147480847502e-05,3332.1474808475023,1.3398848741140941e-05,1339.8848741140941,1992.2626067334081,1.1353201908271279e-05,NM_001128915,CYP24A1,-,20186,NM_001316361,BCAS1,-,-61742
chr20,54148485,54149901,54149116.0,31,16,6,3.580331831010142e-08,0.00012148866406724856,3.0381344678315463e-05,3038.1344678315463,1.191008776990306e-05,1191.008776990306,1847.1256908412404,0.00014309520224776515,NM_001128915,CYP24A1,-,3548,NM_002623,PFDN4,+,58062
chr20,54194696,54197066,54195413.0,83,28,17,0.0,0.0,8.134360026774784e-05,8134.360026774785,2.0842653597330353e-05,2084.2653597330354,6050.09466704175,0.0,NM_002623,PFDN4,+,10897,NM_001128915,CYP24A1,-,-20720
chr20,54268646,54269932,54269166.0,37,26,11,1.1483366479936308e-09,0.0015601685295941747,3.626160493863458e-05,3626.160493863458,1.9353892626092473e-05,1935.3892626092472,1690.771231254211,6.7380420297287766e-06,NM_002623,PFDN4,+,-48694,NM_001128915,CYP24A1,-,-94670
chr20,56758122,56759615,56758797.0,27,10,10,6.721124645725496e-08,0.00011151074288029417,2.6461171171436047e-05,2646.117117143605,7.443804856189412e-06,744.3804856189412,1901.7366315246636,0.000248862541477134,NM_003222,TFAP2C,+,-118841,NR_136537,LINC01716,+,-161997
chr20,56813466,56814800,56814521.0,33,12,15,2.1944404293705588e-08,9.826687491720776e-06,3.234143143175517e-05,3234.143143175517,8.932565827427295e-06,893.2565827427295,2340.8865604327875,9.133130648100019e-05,NM_003222,TFAP2C,+,-174185,NR_136537,LINC01716,+,-217341
chr20,56935796,56936989,56936706.0,35,18,8,5.9259264162392356e-12,0.0005260348542471815,3.4301518185194876e-05,3430.1518185194877,1.3398848741140941e-05,1339.8848741140941,2090.2669444053936,5.7105444149840344e-08,NM_001719,BMP7,-,231764,NR_110631,BMP7-AS1,+,276707
chr20,57108477,57109353,57108913.5,36,20,2,5.551115123125783e-16,0.0016411518132453118,3.528156156191473e-05,3528.156156191473,1.4887609712378825e-05,1488.7609712378824,2039.3951849535908,1.1611714475948217e-11,NM_001719,BMP7,-,59400,NR_110631,BMP7-AS1,+,104343
chr20,57275104,57275817,57275417.0,25,10,4,1.3070970528161752e-08,0.0007638263884938157,2.450108441799634e-05,2450.108441799634,7.443804856189412e-06,744.3804856189412,1705.7279561806927,5.7679542935794015e-05,NM_001719,BMP7,-,-8454,NR_036219,MIR4325,-,45685
chr20,57710573,57711352,57710879.0,30,10,10,5.755057541634301e-10,2.292426092476152e-05,2.940130130159561e-05,2940.130130159561,7.443804856189412e-06,744.3804856189412,2195.7496445406196,3.620900111578774e-06,NM_199169,PMEPA1,-,0,NM_020182,PMEPA1,-,-599
chr20,58111855,58112575,58112102.0,25,9,6,2.350248440308178e-09,0.0002638092038400597,2.450108441799634e-05,2450.108441799634,6.699424370570471e-06,669.9424370570471,1780.166004742587,1.2597261249915518e-05,NM_178456,C20orf85,+,38352,NM_001304369,ANKRD60,-,103551
chr20,59986980,59988337,59988035.0,53,36,12,0.0,1.9192143663193661e-07,5.194229896615224e-05,5194.229896615224,2.6797697482281882e-05,2679.7697482281883,2514.4601483870356,0.0,NM_177980,CDH26,+,0,NM_001348204,CDH26,+,8025
chr21,14876856,14878121,14877825.0,30,13,22,1.4759227173755107e-10,9.887992218904351e-06,2.940130130159561e-05,2940.130130159561,9.676946313046236e-06,967.6946313046236,1972.4354988549371,1.0542021814270204e-06,NR_146322,LINC02246,-,0,NM_003489,NRIP1,-,83114
chr21,15164556,15165523,15164756.0,24,14,8,6.816885722571442e-09,0.0009168749766553796,2.3521041041276488e-05,2352.1041041276485,1.0421326798665176e-05,1042.1326798665177,1309.9714242611308,3.302183501852592e-05,NM_003489,NRIP1,-,-99752,NR_146322,LINC02246,-,-245889
chr21,18569199,18569729,18569429.0,20,11,5,1.0105496239809497e-07,0.0010658579471812812,1.960086753439707e-05,1960.0867534397073,8.188185341808353e-06,818.8185341808353,1141.268219258872,0.0003621422994017252,NR_109925,MIR548XHG,-,0,NR_036166,MIR548X,-,116361
chr21,21062421,21063734,21063083.0,27,35,10,1.1157108570358787e-10,0.003366561954099123,2.6461171171436047e-05,2646.117117143605,2.605331699666294e-05,2605.3316996662943,40.7854174773106,8.149855427722612e-07,NM_001352596,NCAM2,+,0,NM_001352597,NCAM2,+,83370
chr21,22536497,22537132,22536827.0,26,7,7,1.2160916718073622e-10,3.942052324901191e-06,2.5481127794716194e-05,2548.1127794716194,5.210663399332588e-06,521.0663399332589,2027.0464395383606,8.783513852563389e-07,NR_038400,LINC00308,+,-419970,NR_109959,LINC01687,-,-438039
chr21,25573420,25574760,25574198.0,35,13,24,1.7763568394002505e-15,6.373051785624195e-05,3.4301518185194876e-05,3430.1518185194877,9.676946313046236e-06,967.6946313046236,2462.457187214864,3.326891217294931e-11,NR_001458,MIR155HG,+,0,NR_024092,LINC00515,-,8015
chr21,29012326,29012785,29012552.0,22,12,4,1.3005621912753895e-08,0.002607546714848863,2.156095428783678e-05,2156.095428783678,8.932565827427295e-06,893.2565827427295,1262.8388460409485,5.754884080175063e-05,NM_016940,RWDD2B,-,0,NM_001001992,USP16,+,11832
chr21,35898153,35898621,35898375.0,20,10,5,1.3171649881904557e-07,0.003765806735246624,1.960086753439707e-05,1960.0867534397073,7.443804856189412e-06,744.3804856189412,1215.7062678207662,0.0004595072301820758,NR_144547,PPP1R2P2,+,-9727,NR_110418,LOC101928269,-,56058
chr21,37268160,37268817,37268462.0,35,15,10,1.4432899320127035e-15,4.777613836315364e-05,3.4301518185194876e-05,3430.1518185194877,1.1165707284284118e-05,1116.5707284284117,2313.581090091076,2.7349002800998036e-11,NM_001331021,DSCR3,-,-53,NM_006052,DSCR3,-,-629
chr21,39592931,39594035,39593765.0,42,16,16,0.0,1.2227136581000053e-07,4.116182182223385e-05,4116.182182223385,1.191008776990306e-05,1191.008776990306,2925.1734052330794,0.0,NR_026542,B3GALT5-AS1,-,3113,NR_026543,B3GALT5-AS1,-,11571
chr21,39851937,39852972,39852176.0,32,34,8,1.2879697308676441e-12,0.0015535176674977835,3.136138805503532e-05,3136.138805503532,2.5308936511044003e-05,2530.8936511044003,605.2451543991315,1.4456414595026615e-08,NM_006198,PCP4,+,14449,NM_001080444,IGSF5,+,-49842
chr21,40324038,40325328,40324769.0,70,114,11,0.0,0.0019991886687451554,6.860303637038975e-05,6860.3036370389755,8.48593753605593e-05,8485.93753605593,-1625.6338990169543,0.0,NM_001271534,DSCAM,-,0,NR_038900,DSCAM-AS1,+,57755
chr21,40367285,40368481,40367961.0,43,47,11,0.0,3.272784642305293e-05,4.214186519895371e-05,4214.186519895371,3.498588282409024e-05,3498.5882824090236,715.5982374863474,0.0,NM_001271534,DSCAM,-,0,NR_038900,DSCAM-AS1,+,14602
chr21,40445006,40445911,40445397.0,36,17,8,1.1879386363489175e-14,2.2983802638876227e-09,3.528156156191473e-05,3528.156156191473,1.2654468255522001e-05,1265.4468255522002,2262.709330639273,1.9229932777354243e-10,NM_001271534,DSCAM,-,0,NR_038900,DSCAM-AS1,+,-59649
chr21,46292360,46293293,46292757.0,27,0,21,9.640619413886498e-10,1.1640133301682454e-11,2.6461171171436047e-05,2646.117117143605,0.0,0.0,2646.117117143605,5.783190358280812e-06,NM_001006114,YBEY,+,0,NM_003906,MCM3AP,-,-6967
chr22,15771821,15774624,15772749.0,53,27,16,0.0,8.29887270015206e-11,5.194229896615224e-05,5194.229896615224,2.009827311171141e-05,2009.8273111711412,3184.4025854440824,0.0,NR_132385,LINC01297,+,0,NR_122113,DUXAP8,+,10330
chr22,24211411,24211879,24211641.0,25,5,4,4.121504248999486e-10,0.00019731314968829405,2.450108441799634e-05,2450.108441799634,3.721902428094706e-06,372.1902428094706,2077.9181989901635,2.6713832475815896e-06,NM_001099782,GGT5,-,7775,NM_019601,SUSD2,+,-22306
chr22,30054441,30055276,30055016.0,22,2,7,2.6483674919752787e-08,1.2431995799477846e-06,2.156095428783678e-05,2156.095428783678,1.4887609712378825e-06,148.87609712378824,2007.2193316598898,0.0001081279776088039,NR_110541,HORMAD2-AS1,-,0,NM_153050,MTMR3,+,-23574
chr3,8456643,8457638,8457104.0,23,3,7,7.499459275805975e-09,5.298927822083854e-07,2.2540997664556634e-05,2254.0997664556635,2.2331414568568237e-06,223.31414568568238,2030.785620769981,3.600346220930458e-05,NR_033378,LMCD1-AS1,-,0,NM_001278235,LMCD1,+,44169
chr3,9955710,9956987,9956434.0,22,12,6,3.291307626440698e-08,0.008847988929056472,2.156095428783678e-05,2156.095428783678,8.932565827427295e-06,893.2565827427295,1262.8388460409485,0.00013219984403957272,NR_046734,PRRT3-AS1,+,-924,NM_207351,PRRT3,-,-3296
chr3,11538284,11539600,11539345.0,23,3,7,9.993822214227066e-09,6.20520428606941e-06,2.2540997664556634e-05,2254.0997664556635,2.2331414568568237e-06,223.31414568568238,2030.785620769981,4.6056536822922236e-05,NM_001349235,ATG7,+,0,NM_001284390,VGLL4,-,16467
