"Chr","Start","End","Center","Experiment.Insertions","Background.insertions","Reference.Insertions","pvalue.Reference","pvalue.Background","Fraction.Experiment","TPH.Experiment","Fraction.background","TPH.background","TPH.background.subtracted","pvalue_adj.Reference","Nearest.Refseq1","Gene.Name1","Direction1","Distance1","Nearest.Refseq2","Gene.Name2","Direction2","Distance2"
"chr3",160935060,160935995,160935460,29,24,11,5.5609938875989e-10,0.000290780986205497,2.84212579248758e-05,2842.12579248758,1.78651316548546e-05,1786.51316548546,1055.61262700212,3.5056483702281e-06,"NM_139245","PPM1L","+",0,"NM_001349154","B3GALNT1","-",147888
"chr20",57710573,57711352,57710879,30,10,10,5.7550575416343e-10,2.29242609247615e-05,2.94013013015956e-05,2940.13013015956,7.44380485618941e-06,744.380485618941,2195.74964454062,3.62090011157877e-06,"NM_199169","PMEPA1","-",0,"NM_020182","PMEPA1","-",-599
"chr1",200433031,200433617,200433368,26,15,7,6.03245120522899e-10,0.000389644161705394,2.54811277947162e-05,2548.11277947162,1.11657072842841e-05,1116.57072842841,1431.54205104321,3.78802893379236e-06,"NM_001281293","ZNF281","-",-22974,"NR_040064","LINC00862","-",-59240
"chr12",91388330,91389114,91388752,25,11,8,6.17952133907806e-10,0.000684257515546016,2.45010844179963e-05,2450.10844179963,8.18818534180835e-06,818.818534180835,1631.2899076188,3.87283105631681e-06,"NM_001920","DCN","-",-205207,"NM_133503","DCN","-",-208713
"chr8",127317425,127317893,127317660,25,11,5,6.37087049781826e-10,0.000604478114564433,2.45010844179963e-05,2450.10844179963,8.18818534180835e-06,818.818534180835,1631.2899076188,3.98500052644328e-06,"NR_117099","CASC21","+",0,"NR_109834","CCAT2","+",82506
"chr12",32099424,32100381,32099721,25,13,5,6.4396266097333e-10,0.00366328649781644,2.45010844179963e-05,2450.10844179963,9.67694631304624e-06,967.694631304624,1482.41381049501,4.02020148493246e-06,"NM_001003398","BICD1","+",6870,"NM_018169","KIAA1551","+",-106318
"chr1",114479237,114480491,114480258,27,17,9,6.52747966789491e-10,0.00209083579412761,2.6461171171436e-05,2646.1171171436,1.2654468255522e-05,1265.4468255522,1380.6702915914,4.06716526273422e-06,"NM_015906","TRIM33","-",0,"NM_005872","BCAS2","-",87069
"chr16",70205507,70205966,70205733,25,12,5,6.72387590050505e-10,0.000475427999934053,2.45010844179963e-05,2450.10844179963,8.93256582742729e-06,893.25658274273,1556.8518590569,4.18144861797003e-06,"NR_033959","SMG1P7","-",13615,"NR_135173","LOC105371328","+",-16256
"chr17",56869690,56870897,56870694,27,6,12,6.75860145626928e-10,2.05992158719415e-06,2.6461171171436e-05,2646.1171171436,4.46628291371365e-06,446.628291371365,2199.48882577224,4.19494542048967e-06,"NM_003647","DGKE","+",-1016,"NR_027025","MTVR2","-",13205
"chr5",68449897,68450796,68450593,25,13,6,7.05829283909054e-10,0.00140617607418958,2.45010844179963e-05,2450.10844179963,9.67694631304624e-06,967.694631304624,1482.41381049501,4.37253368670415e-06,"NM_181523","PIK3R1","+",-148077,"NR_105003","LINC02219","+",-251491
"chr4",102255573,102256819,102256283,26,8,12,7.08810898863987e-10,1.3607147264505e-07,2.54811277947162e-05,2548.11277947162,5.95504388495153e-06,595.504388495153,1952.60839097647,4.38257642719446e-06,"NM_001135147","SLC39A8","-",0,"NM_001135148","SLC39A8","-",4845
"chr13",33345407,33346131,33345708,25,12,4,7.1715533511707e-10,3.04894426053082e-05,2.45010844179963e-05,2450.10844179963,8.93256582742729e-06,893.25658274273,1556.8518590569,4.42567548187106e-06,"NM_001243476","STARD13","-",0,"NR_146541","LINC02344","-",-10142
"chr16",87807104,87807913,87807304,25,11,4,7.35463578926954e-10,0.00319814610958014,2.45010844179963e-05,2450.10844179963,8.18818534180835e-06,818.818534180835,1631.2899076188,4.52998033703195e-06,"NM_003486","SLC7A5","-",22103,"NR_106833","MIR6775","-",26679
"chr2",129864235,129865205,129865002,25,15,7,7.66323671186342e-10,0.00297339038909117,2.45010844179963e-05,2450.10844179963,1.11657072842841e-05,1116.57072842841,1333.53771337122,4.71105081600525e-06,"NR_026740","PLAC9P1","-",57657,"NR_110285","LINC01856","+",57972
"chr13",46359246,46360291,46359816,26,19,13,7.82985676295311e-10,0.00397895370235457,2.54811277947162e-05,2548.11277947162,1.41432292267599e-05,1414.32292267599,1133.78985679563,4.80428549452577e-06,"NM_001286764","RUBCNL","-",0,"NR_047493","LINC00563","-",-61403
"chr8",99705359,99706542,99705946,26,21,12,7.84472486969889e-10,0.00705924874949981,2.54811277947162e-05,2548.11277947162,1.56319901979978e-05,1563.19901979978,984.913759671843,4.80428549452577e-06,"NM_017890","VPS13B","+",0,"NR_030596","MIR875","-",-168499
"chr5",75606355,75606814,75606585,24,12,3,8.07220956744459e-10,0.000462638346430788,2.35210410412765e-05,2352.10410412765,8.93256582742729e-06,893.25658274273,1458.84752138492,4.93422157730761e-06,"NR_144315","POLK","+",-537,"NM_001276713","ANKDD1B","+",4662
"chr3",192818432,192819430,192818805,25,6,9,8.36115732205656e-10,5.8257265580508e-06,2.45010844179963e-05,2450.10844179963,4.46628291371365e-06,446.628291371365,2003.48015042827,5.10116425192203e-06,"NM_178496","MB21D2","-",0,"NM_004113","FGF12","-",-90834
"chrX",88886245,88887100,88886893,24,12,5,8.48952130816372e-10,0.00138568069196654,2.35210410412765e-05,2352.10410412765,8.93256582742729e-06,893.25658274273,1458.84752138492,5.16968838372074e-06,"NM_033048","CPXCR1","+",-131462,"NM_138960","TGIF2LX","+",1034841
"chr20",53905426,53906854,53906651,35,14,5,8.66701821422566e-10,1.0557188778737e-06,3.43015181851949e-05,3430.15181851949,1.04213267986652e-05,1042.13267986652,2388.01913865297,5.26781694117927e-06,"NR_002189","SUMO1P1","-",-29718,"NM_001323347","BCAS1","-",36684
"chr3",161338999,161340395,161340002,27,19,8,8.83873307877536e-10,8.28319739297756e-05,2.6461171171436e-05,2646.1171171436,1.41432292267599e-05,1414.32292267599,1231.79419446762,5.36206819085657e-06,"NM_001320679","SPTSSB","-",4397,"NM_001320227","NMD3","+",-85468
"chr7",23638260,23638754,23638495,24,17,6,8.97712904013304e-10,0.00191445675605983,2.35210410412765e-05,2352.10410412765,1.2654468255522e-05,1265.4468255522,1086.65727857545,5.43579000308275e-06,"NM_138771","CCDC126","+",0,"NM_001127364","FAM221A","+",41360
"chr19",16003389,16004660,16003869.5,26,11,15,9.05627461911251e-10,0.000700523045391033,2.54811277947162e-05,2548.11277947162,8.18818534180835e-06,818.818534180835,1729.29424529078,5.47342547731354e-06,"NR_026828","LINC00661","+",10974,"NR_024335","LINC00905","+",29053
"chr8",124138240,124138965,124138451,25,11,4,9.09661679315832e-10,0.00179260836266792,2.45010844179963e-05,2450.10844179963,8.18818534180835e-06,818.818534180835,1631.2899076188,5.48751193515097e-06,"NR_103547","FER1L6-AS2","-",0,"NM_001039112","FER1L6","+",-18180
"chr5",15007661,15009168,15008880,26,13,18,9.13952913350613e-10,0.00314924699817387,2.54811277947162e-05,2548.11277947162,9.67694631304624e-06,967.694631304624,1580.418148167,5.50309328186671e-06,"NM_054027","ANKH","-",-135884,"NR_039780","MIR4637","-",-181650
"chr10",116142513,116143591,116143332,26,23,14,9.23655707474325e-10,9.30470647318993e-05,2.54811277947162e-05,2548.11277947162,1.71207511692356e-05,1712.07511692356,836.037662548055,5.55113978363201e-06,"NM_001348099","GFRA1","-",0,"NR_145811","SNORD158","-",51141
"chr21",46292360,46293293,46292757,27,0,21,9.6406194138865e-10,1.16401333016825e-11,2.6461171171436e-05,2646.1171171436,0,0,2646.1171171436,5.78319035828081e-06,"NM_001006114","YBEY","+",0,"NM_003906","MCM3AP","-",-6967
"chr2",46966263,46967525,46967266,25,7,8,9.72174785118796e-10,1.52877266764717e-05,2.45010844179963e-05,2450.10844179963,5.21066339933259e-06,521.066339933259,1929.04210186638,5.81021793440473e-06,"NM_001288953","TTC7A","+",0,"NM_001171511","MCFD2","-",-24409
"chr7",117509656,117511139,117509868,26,13,15,9.72099289953121e-10,0.00262786020346772,2.54811277947162e-05,2548.11277947162,9.67694631304624e-06,967.694631304624,1580.418148167,5.81021793440473e-06,"NM_000492","CFTR","+",0,"NM_130768","ASZ1","-",-82134
"chr1",220363956,220364499,220364226,24,1,4,1.03256259098572e-09,4.41456082800329e-09,2.35210410412765e-05,2352.10410412765,7.44380485618941e-07,74.4380485618941,2277.66605556575,6.15969859624281e-06,"NM_012414","RAB3GAP2","-",-91456,"NR_001587","AURKAPS1","-",-96242
"chr8",116078846,116079393,116079069,25,14,4,1.05537079075901e-09,0.000186985802170581,2.45010844179963e-05,2450.10844179963,1.04213267986652e-05,1042.13267986652,1407.97576193312,6.28412246551797e-06,"NR_046215","LINC00536","-",0,"NM_014112","TRPS1","-",-409819
"chr6",99429346,99429814,99429581,24,6,5,1.06087982842951e-09,5.47736653477848e-06,2.35210410412765e-05,2352.10410412765,4.46628291371365e-06,446.628291371365,1905.47581275628,6.30527075327078e-06,"NR_125843","LOC101927365","+",0,"NM_001080481","USP45","-",2492
"chrX",16662094,16662953,16662640,24,15,5,1.07783315606014e-09,0.000421489795001562,2.35210410412765e-05,2352.10410412765,1.11657072842841e-05,1116.57072842841,1235.53337569924,6.39423428104802e-06,"NM_001144002","CTPS2","-",0,"NM_004057","S100G","+",-7427
"chr1",150020960,150022070,150021539,32,12,14,1.08772657547718e-09,1.53833833782535e-07,3.13613880550353e-05,3136.13880550353,8.93256582742729e-06,893.25658274273,2242.8822227608,6.44106489356765e-06,"NM_020205","OTUD7B","-",-10224,"NM_001279353","VPS45","+",45223
"chr9",125675039,125675864,125675304,25,11,5,1.11248010803422e-09,0.000144740306912139,2.45010844179963e-05,2450.10844179963,8.18818534180835e-06,818.818534180835,1631.2899076188,6.57555760766086e-06,"NM_024117","MAPKAP1","-",0,"NR_122032","LOC51145","-",67890
"chr7",106568570,106569354,106568770,25,3,8,1.1288090462358e-09,6.98989965908225e-08,2.45010844179963e-05,2450.10844179963,2.23314145685682e-06,223.314145685682,2226.79429611395,6.65985346267276e-06,"NM_175884","CCDC71L","-",85008,"NM_005746","NAMPT","-",-283379
"chr1",200015777,200016916,200016263,26,15,10,1.13429188264291e-09,0.000372757920226285,2.54811277947162e-05,2548.11277947162,1.11657072842841e-05,1116.57072842841,1431.54205104321,6.6799672428093e-06,"NM_003822","NR5A2","+",10686,"NM_001276464","NR5A2","+",25909
"chr9",91418141,91419469,91419119,27,10,18,1.14217302282782e-09,8.76004951178011e-05,2.6461171171436e-05,2646.1171171436,7.44380485618941e-06,744.380485618941,1901.73663152466,6.71410571113543e-06,"NM_001290000","NFIL3","-",0,"NM_001351433","AUH","-",-56173
"chr20",54268646,54269932,54269166,37,26,11,1.14833664799363e-09,0.00156016852959417,3.62616049386346e-05,3626.16049386346,1.93538926260925e-05,1935.38926260925,1690.77123125421,6.73804202972878e-06,"NM_002623","PFDN4","+",-48694,"NM_001128915","CYP24A1","-",-94670
"chr3",121689195,121689663,121689430,24,14,5,1.1553732415237e-09,0.000823042485897818,2.35210410412765e-05,2352.10410412765,1.04213267986652e-05,1042.13267986652,1309.97142426113,6.76700427017537e-06,"NM_001256486","GOLGB1","-",0,"NM_001292041","HCLS1","-",-28248
"chr1",169496670,169498102,169497607,26,7,15,1.17590082115981e-09,1.4103814465205e-06,2.54811277947162e-05,2548.11277947162,5.21066339933259e-06,521.066339933259,2027.04643953836,6.87473448826969e-06,"NM_001319667","SLC19A2","-",-10701,"NM_000130","F5","-",13852
"chr1",108815817,108816529,108816295,27,18,9,1.18108367530567e-09,0.000746722068093897,2.6461171171436e-05,2646.1171171436,1.33988487411409e-05,1339.88487411409,1306.23224302951,6.89252617531979e-06,"NM_152763","AKNAD1","-",0,"NM_007269","STXBP3","+",-6292
"chr13",70668115,70668804,70668549,24,19,9,1.21080157011733e-09,0.00686319575632111,2.35210410412765e-05,2352.10410412765,1.41432292267599e-05,1414.32292267599,937.78118145166,7.05317531914084e-06,"NR_047699","LINC00348","+",346337,"NR_002717","ATXN8OS","+",-528363
"chr17",61249768,61250932,61250443,35,24,10,1.27685506612352e-09,0.00196505188156948,3.43015181851949e-05,3430.15181851949,1.78651316548546e-05,1786.51316548546,1643.63865303403,7.42452500436184e-06,"NM_001353146","BCAS3","+",0,"NR_136397","LOC101927855","-",110736
"chr14",68046804,68048339,68047908,31,21,17,1.29390487213499e-09,0.0046793699434281,3.03813446783155e-05,3038.13446783155,1.56319901979978e-05,1563.19901979978,1474.93544803177,7.4966009147717e-06,"NM_001321819","RAD51B","+",0,"NM_015346","ZFYVE26","-",-230216
"chr14",73695713,73697136,73696743,27,6,14,1.29272292870297e-09,6.79603049613675e-07,2.6461171171436e-05,2646.1171171436,4.46628291371365e-06,446.628291371365,2199.48882577224,7.4966009147717e-06,"NM_001201366","DNAL1","+",0,"NM_006029","PNMA1","-",14647
"chr13",42594233,42595218,42594732,25,6,11,1.30794985953031e-09,6.01080785529451e-05,2.45010844179963e-05,2450.10844179963,4.46628291371365e-06,446.628291371365,2003.48015042827,7.5643695087955e-06,"NM_033012","TNFSF11","+",0,"NR_135319","LINC02341","+",-108278
"chr13",22978891,22979856,22979447,24,19,5,1.32200594915588e-09,0.00759815503400674,2.35210410412765e-05,2352.10410412765,1.41432292267599e-05,1414.32292267599,937.78118145166,7.63195929796721e-06,"NR_138043","LINC00621","-",-62523,"NR_033774","BASP1P1","-",-80711
"chr9",113349735,113350807,113350604,24,13,4,1.33767108501104e-09,0.00302946169402152,2.35210410412765e-05,2352.10410412765,9.67694631304624e-06,967.694631304624,1384.40947282302,7.70857969290095e-06,"NM_001317943","BSPRY","+",0,"NM_001006615","WDR31","-",-9396
"chr8",121426278,121427524,121427098,25,12,7,1.34902322646013e-09,0.000173595854806141,2.45010844179963e-05,2450.10844179963,8.93256582742729e-06,893.25658274273,1556.8518590569,7.76011638994918e-06,"NM_005328","HAS2","-",185507,"NR_002835","HAS2-AS1","+",211822
"chrX",21932113,21933345,21932881,24,2,9,1.3857660574601e-09,4.06741357261708e-08,2.35210410412765e-05,2352.10410412765,1.48876097123788e-06,148.876097123788,2203.22800700386,7.95726631563394e-06,"NM_004595","SMS","+",7228,"NM_015884","MBTPS2","+",-46691
"chr1",148641457,148642863,148642499,28,13,7,1.43141321018447e-09,7.04275865029969e-05,2.74412145481559e-05,2744.12145481559,9.67694631304624e-06,967.694631304624,1776.42682351097,8.20475354683643e-06,"NM_015383","NBPF14","-",-45741,"NR_104005","NUDT4P2","+",105693
"chr10",30681852,30683040,30682367,25,12,11,1.4445702412047e-09,0.000613898882568908,2.45010844179963e-05,2450.10844179963,8.93256582742729e-06,893.25658274273,1556.8518590569,8.2654614386196e-06,"NR_036438","SVILP1","+",9234,"NR_134497","LOC105376480","+",40179
"chr4",74545753,74546648,74546249,27,16,14,1.44973111293467e-09,0.000136820521480785,2.6461171171436e-05,2646.1171171436,1.19100877699031e-05,1191.00877699031,1455.1083401533,8.26638868504751e-06,"NM_001657","AREG","+",-90745,"NM_001432","EREG","+",-156994
"chr7",99162382,99163041,99162742,24,7,4,1.44986456174223e-09,7.18123752196931e-05,2.35210410412765e-05,2352.10410412765,5.21066339933259e-06,521.066339933259,1831.03776419439,8.26638868504751e-06,"NM_001145715","KPNA7","-",10533,"NM_181349","SMURF1","-",-18263
"chr6",35185214,35186102,35185458,24,7,3,1.46639178577601e-09,0.00272715017152292,2.35210410412765e-05,2352.10410412765,5.21066339933259e-06,521.066339933259,1831.03776419439,8.34584708122839e-06,"NM_152753","SCUBE3","+",27960,"NM_018679","TCP11","-",-43805
"chr18",2385024,2386197,2385423,25,7,11,1.47334655586917e-09,1.53371112935341e-05,2.45010844179963e-05,2450.10844179963,5.21066339933259e-06,521.066339933259,1929.04210186638,8.37064046027638e-06,"NM_001308401","METTL4","-",151328,"NM_006101","NDC80","+",185314
"chr3",183609316,183609810,183609551,24,13,5,1.49385803727142e-09,0.0029462884027287,2.35210410412765e-05,2352.10410412765,9.67694631304624e-06,967.694631304624,1384.40947282302,8.47223175616197e-06,"NM_001349418","KLHL24","+",25813,"NM_130446","KLHL6","-",-53605
"chr6",93165745,93166455,93166002,24,8,7,1.49821266504091e-09,4.16425155979061e-05,2.35210410412765e-05,2352.10410412765,5.95504388495153e-06,595.504388495153,1756.5997156325,8.48199540040108e-06,"NM_004440","EPHA7","-",73566,"NM_001288630","EPHA7","-",243199
"chr14",49911585,49912376,49911870,26,17,9,1.54471546665036e-09,0.00432500019418902,2.54811277947162e-05,2548.11277947162,1.2654468255522e-05,1265.4468255522,1282.66595391942,8.72992422942176e-06,"NM_001663","ARF6","+",-14532,"NR_027260","RN7SL2","-",-48737
"chr9",114551702,114552880,114552247,24,14,4,1.56515822524739e-09,0.00615113504452203,2.35210410412765e-05,2352.10410412765,1.04213267986652e-05,1042.13267986652,1309.97142426113,8.82996484699627e-06,"NM_004888","ATP6V1G1","+",34834,"NM_015404","WHRN","-",-46247
"chr2",33069793,33070690,33070286,24,7,6,1.58158153240606e-09,1.95740218926765e-05,2.35210410412765e-05,2352.10410412765,5.21066339933259e-06,521.066339933259,1831.03776419439,8.90701926007694e-06,"NM_206943","LTBP1","+",0,"NM_000627","LTBP1","+",63907
"chr14",68177473,68178692,68177862,29,16,12,1.59352364637044e-09,0.000939200247394023,2.84212579248758e-05,2842.12579248758,1.19100877699031e-05,1191.00877699031,1651.11701549727,8.9586119547055e-06,"NM_001321819","RAD51B","+",0,"NM_015346","ZFYVE26","-",-360885
"chr17",61253852,61255254,61254306,37,24,12,1.60135638083148e-09,0.000667299780418684,3.62616049386346e-05,3626.16049386346,1.78651316548546e-05,1786.51316548546,1839.647328378,8.9869626594781e-06,"NM_001353146","BCAS3","+",0,"NR_136397","LOC101927855","-",106414
"chr12",33180789,33181762,33181484,25,20,9,1.67661462491253e-09,0.0031672774314131,2.45010844179963e-05,2450.10844179963,1.48876097123788e-05,1488.76097123788,961.347470561752,9.39295497225214e-06,"NM_198992","SYT10","-",193651,"NM_001005242","PKP2","-",-283944
"chr2",160241485,160243051,160242118,25,12,11,1.68297731306666e-09,0.000433906151516061,2.45010844179963e-05,2450.10844179963,8.93256582742729e-06,893.25658274273,1556.8518590569,9.41223177713329e-06,"NR_103775","LINC02478","-",14668,"NM_016836","RBMS1","-",29100
"chr1",108381470,108382920,108382305,25,19,4,1.71369674006883e-09,0.00118518384693123,2.45010844179963e-05,2450.10844179963,1.41432292267599e-05,1414.32292267599,1035.78551912365,9.55087073364497e-06,"NM_001143987","NBPF6","+",67362,"NM_001143989","NBPF4","-",-137390
"chr3",194871720,194873103,194872707,24,7,5,1.71168679230504e-09,0.000182604901161842,2.35210410412765e-05,2352.10410412765,5.21066339933259e-06,521.066339933259,1831.03776419439,9.55087073364497e-06,"NR_037891","LINC01968","+",-89553,"NR_146990","LINC01972","-",-103012
"chr19",16145352,16145972,16145576,24,9,5,1.73203762443563e-09,0.0012067220124049,2.35210410412765e-05,2352.10410412765,6.69942437057047e-06,669.942437057047,1682.1616670706,9.63641717646759e-06,"NR_111903","HSH2D","+",0,"NM_005370","RAB8A","+",-11718
"chr5",173201683,173202777,173202272,25,5,5,1.75999248508418e-09,4.60598624796305e-08,2.45010844179963e-05,2450.10844179963,3.72190242809471e-06,372.190242809471,2077.91819899016,9.77506502049319e-06,"NM_001166175","NKX2-5","-",29327,"NM_001205","BNIP1","+",-37297
"chr17",67490893,67491749,67491356,24,3,3,1.79997072802252e-09,1.64612976472078e-07,2.35210410412765e-05,2352.10410412765,2.23314145685682e-06,223.314145685682,2128.78995844197,9.9798989758167e-06,"NM_181671","PITPNC1","+",0,"NR_037517","MIR548AA2","+",-19309
"chr1",121100019,121100866,121100565,27,15,8,1.82594106501455e-09,0.000316671519601797,2.6461171171436e-05,2646.1171171436,1.11657072842841e-05,1116.57072842841,1529.54638871519,1.01020829259546e-05,"NM_001004340","FCGR1B","+",-2859,"NM_001244910","FCGR1B","+",-4378
"chr9",99410707,99411597,99411370,24,6,6,1.82827974981592e-09,1.15549771608769e-05,2.35210410412765e-05,2352.10410412765,4.46628291371365e-06,446.628291371365,1905.47581275628,1.01020829259546e-05,"NR_102270","NAMA","-",-35451,"NR_109802","LOC101928438","-",174189
"chr1",155635400,155635859,155635600,24,9,4,1.916568681537e-09,0.000124082661026037,2.35210410412765e-05,2352.10410412765,6.69942437057047e-06,669.942437057047,1682.1616670706,1.05357051019109e-05,"NM_001256532","MSTO1","+",-20434,"NR_024117","MSTO2P","+",-20576
"chr1",219872553,219873269,219873040,24,13,8,1.91555771245078e-09,0.00259010579356456,2.35210410412765e-05,2352.10410412765,9.67694631304624e-06,967.694631304624,1384.40947282302,1.05357051019109e-05,"NM_018713","SLC30A10","-",40995,"NM_004446","EPRS","-",95331
"chr12",7919993,7920956,7920461,25,11,14,1.91511118075027e-09,0.000690336049422924,2.45010844179963e-05,2450.10844179963,8.18818534180835e-06,818.818534180835,1631.2899076188,1.05357051019109e-05,"NM_006931","SLC2A3","-",0,"NM_001286237","SLC2A14","-",-28798
"chr7",107948775,107949990,107949685,26,10,11,2.01750427475389e-09,5.46884035879103e-06,2.54811277947162e-05,2548.11277947162,7.44380485618941e-06,744.380485618941,1803.73229385268,1.10716716447091e-05,"NM_002291","LAMB1","-",0,"NM_001289750","DLD","+",-27578
"chr13",95099735,95100823,95100473,24,8,11,2.03818573130121e-09,0.00017853749465091,2.35210410412765e-05,2352.10410412765,5.95504388495153e-06,595.504388495153,1756.5997156325,1.11661450680975e-05,"NM_001301829","ABCC4","-",0,"NR_145733","SNORD13G","+",109521
"chr17",27873437,27874435,27873796,25,4,10,2.06803385527365e-09,5.99277903131634e-05,2.45010844179963e-05,2450.10844179963,2.97752194247576e-06,297.752194247576,2152.35624755206,1.1310431774898e-05,"NM_001076680","LYRM9","-",3879,"NR_146896","LINC01992","-",54489
"chr20",54132506,54133263,54132894,34,18,6,2.07937844720618e-09,7.04590817747208e-05,3.3321474808475e-05,3332.1474808475,1.33988487411409e-05,1339.88487411409,1992.26260673341,1.13532019082713e-05,"NM_001128915","CYP24A1","-",20186,"NM_001316361","BCAS1","-",-61742
"chr15",98779114,98780455,98780100,29,29,15,2.10804729228187e-09,0.00322628341240183,2.84212579248758e-05,2842.12579248758,2.15870340829493e-05,2158.70340829493,683.422384192646,1.14902559739659e-05,"NM_000875","IGF1R","+",0,"NR_039864","MIR4714","+",3971
"chr2",28341890,28342896,28342399,24,10,6,2.11853190545952e-09,0.00113181188392197,2.35210410412765e-05,2352.10410412765,7.44380485618941e-06,744.380485618941,1607.72361850871,1.1527898319927e-05,"NM_001329112","BABAM2","+",-2991,"NR_038319","LOC100505716","-",-31432
"chr12",58327981,58328449,58328211,24,14,5,2.16283790877014e-09,0.00888115687955193,2.35210410412765e-05,2352.10410412765,1.04213267986652e-05,1042.13267986652,1309.97142426113,1.17491409691626e-05,"NR_135022","LINC02403","+",-234622,"NR_120452","LINC02388","-",237510
"chr12",123445303,123446219,123445966,24,14,6,2.18914930627534e-09,0.0037243408583767,2.35210410412765e-05,2352.10410412765,1.04213267986652e-05,1042.13267986652,1309.97142426113,1.18720515228546e-05,"NM_145058","RILPL2","-",-8571,"NM_022717","SNRNP35","+",11885
"chr8",101607066,101608382,101607751,31,27,14,2.1950896655909e-09,0.00624532539393974,3.03813446783155e-05,3038.13446783155,2.00982731117114e-05,2009.82731117114,1028.30715666041,1.18842597202251e-05,"NM_001330593","GRHL2","+",0,"NM_001040625","NCALD","-",78160
"chr7",151736088,151736965,151736406,24,9,6,2.24791518732559e-09,0.000552674893700256,2.35210410412765e-05,2352.10410412765,6.69942437057047e-06,669.942437057047,1682.1616670706,1.21498382640433e-05,"NM_001304527","PRKAG2","-",0,"NM_001304531","PRKAG2","-",-103471
"chr1",151006952,151008342,151007152,25,7,6,2.27343865955021e-09,1.05047277653147e-05,2.45010844179963e-05,2450.10844179963,5.21066339933259e-06,521.066339933259,1929.04210186638,1.22672084395859e-05,"NM_001319998","MINDY1","-",0,"NM_001040217","MINDY1","-",-44
"chr17",7951324,7952536,7952163,24,11,7,2.30486085772696e-09,0.00107271314539803,2.35210410412765e-05,2352.10410412765,8.18818534180835e-06,818.818534180835,1533.28556994681,1.23952338650282e-05,"NM_001330124","CNTROB","+",-1406,"NR_030697","TRAPPC1","-",-19326
"chr9",77942690,77943639,77943269,26,7,12,2.3018239536654e-09,2.23138885946383e-06,2.54811277947162e-05,2548.11277947162,5.21066339933259e-06,521.066339933259,2027.04643953836,1.23952338650282e-05,"NM_002072","GNAQ","-",0,"NM_001330691","CEP78","+",292423
"chr16",3166459,3167029,3166813,24,6,4,2.3096236034803e-09,1.25132552589724e-05,2.35210410412765e-05,2352.10410412765,4.46628291371365e-06,446.628291371365,1905.47581275628,1.24001458634707e-05,"NR_132322","CASP16P","+",-16514,"NM_004220","ZNF213","+",-23656
"chr20",58111855,58112575,58112102,25,9,6,2.35024844030818e-09,0.00026380920384006,2.45010844179963e-05,2450.10844179963,6.69942437057047e-06,669.942437057047,1780.16600474259,1.25972612499155e-05,"NM_178456","C20orf85","+",38352,"NM_001304369","ANKRD60","-",103551
"chr12",87112486,87113289,87112914,24,3,9,2.35756703048651e-09,1.286413182644e-07,2.35210410412765e-05,2352.10410412765,2.23314145685682e-06,223.314145685682,2128.78995844197,1.26062168351198e-05,"NR_135020","LOC105369879","+",217450,"NM_001351285","MGAT4C","-",-273481
"chr2",161159210,161159808,161159605,24,8,7,2.35974595419464e-09,8.52304567622308e-06,2.35210410412765e-05,2352.10410412765,5.95504388495153e-06,595.504388495153,1756.5997156325,1.26062168351198e-05,"NM_133484","TANK","+",0,"NM_001199135","TANK","+",620
"chr2",137179139,137180498,137179877,24,9,13,2.42209652334680e-09,2.59158356911149e-05,2.35210410412765e-05,2352.10410412765,6.69942437057047e-06,669.942437057047,1682.1616670706,1.29178828786606e-05,"NM_001316349","THSD7B","+",0,"NR_120402","LOC101928273","-",698256
"chr12",93522705,93523316,93522919,24,14,5,2.44852660369332e-09,0.0016533597132069,2.35210410412765e-05,2352.10410412765,1.04213267986652e-05,1042.13267986652,1309.97142426113,1.30372588208176e-05,"NM_172177","MRPL42","+",-18934,"NR_038263","SOCS2-AS1","-",42312
"chr3",64104625,64105825,64105279,29,20,8,2.65098210050496e-09,0.00690349124345202,2.84212579248758e-05,2842.12579248758,1.48876097123788e-05,1488.76097123788,1353.36482124969,1.40919471643644e-05,"NM_198859","PRICKLE2","-",0,"NR_045697","PRICKLE2-AS1","+",-1495
"chr1",23956877,23957747,23957248,24,7,5,2.70743760744097e-09,4.62055162985253e-05,2.35210410412765e-05,2352.10410412765,5.21066339933259e-06,521.066339933259,1831.03776419439,1.43683401601797e-05,"NM_017761","PNRC2","+",2064,"NM_001300937","SRSF10","-",6600
"chr20",36000069,36001217,36000979,24,8,8,2.8300880527965e-09,4.29770704177823e-05,2.35210410412765e-05,2352.10410412765,5.95504388495153e-06,595.504388495153,1756.5997156325,1.49945419542296e-05,"NR_130714","CNBD2","+",0,"NM_001304367","CNBD2","+",-25115
"chrX",8139041,8140544,8139829,24,6,21,2.86970924801011e-09,1.34035088829032e-05,2.35210410412765e-05,2352.10410412765,4.46628291371365e-06,446.628291371365,1905.47581275628,1.51794990614177e-05,"NR_030380","MIR651","+",-11981,"NM_016378","VCX2","-",29400
"chr20",34223772,34224908,34223998,24,12,10,2.94289381752577e-09,0.00420003165793748,2.35210410412765e-05,2352.10410412765,8.93256582742729e-06,893.25658274273,1458.84752138492,1.55410941900592e-05,"NM_001672","ASIP","+",35457,"NM_001322084","AHCY","-",55357
